"url","status","x_robots","meta_robots","canonical","canonical_ok"
"https://punktwidzenia.info.pl","200","","","","false"
"https://punktwidzenia.info.pl/100-tysiecy-ludzi-na-moscie-w-sydney-ogromny-protest-w-sprawie-gazy","200","","index,follow","https://punktwidzenia.info.pl/100-tysiecy-ludzi-na-moscie-w-sydney-ogromny-protest-w-sprawie-gazy","true"
"https://punktwidzenia.info.pl/15-sierpnia-a-jedzenie-miesa-rozwiewamy-watpliwosci","200","","","","false"
"https://punktwidzenia.info.pl/65-miliarda-dolarow-za-czogi-z-korei-czy-polska-zbroi-sie-na-powaznie","200","","","","false"
"https://punktwidzenia.info.pl/6-dni-pod-lupa-drogowki-ruszya-ogolnoeuropejska-akcja-roadpol","200","","","","false"
"https://punktwidzenia.info.pl/800-tylko-dla-wybranych-wyciek-propozycji-reformy-oburzy-opinie-publiczna","200","","","","false"
"https://punktwidzenia.info.pl/80-lat-po-hiroszimie-swiat-znow-igra-z-ogniem-atomu","200","","","","false"
"https://punktwidzenia.info.pl/alkoholowa-plaga-czy-polska-traci-kontrole-nad-narodowym-nalogiem","200","","","","false"
"https://punktwidzenia.info.pl/andrzej-duda-odebra-odznaczenie-jolancie-lange-powod-wspopraca-z-sb","200","","index,follow","https://punktwidzenia.info.pl/andrzej-duda-odebra-odznaczenie-jolancie-lange-powod-wspopraca-z-sb","true"
"https://punktwidzenia.info.pl/autonomiczna-taksowka-baidu-wpada-do-wykopu-w-chongqingu-powazne-pytania-o-bezpieczenstwo-ai","200","","","","false"
"https://punktwidzenia.info.pl/bron-w-rekach-obywateli-co-oznacza-lawinowy-wzrost-pozwolen-na-bron-w-polsce","200","","index,follow","https://punktwidzenia.info.pl/bron-w-rekach-obywateli-co-oznacza-lawinowy-wzrost-pozwolen-na-bron-w-polsce","true"
"https://punktwidzenia.info.pl/bryan-adams-z-gwiazda-w-krakowie-tumy-fanow-i-wyprzedany-koncert","200","","index,follow","https://punktwidzenia.info.pl/bryan-adams-z-gwiazda-w-krakowie-tumy-fanow-i-wyprzedany-koncert","true"
"https://punktwidzenia.info.pl/burze-paralizuja-polske-imgw-ostrzega-a-warszawa-tonie","200","","","","false"
"https://punktwidzenia.info.pl/chopin-a-sonata-in-paris-polska-superprodukcja-o-legendzie-muzyki","200","","","","false"
"https://punktwidzenia.info.pl/coldplay-i-korporacyjna-burza-kamera-uchwycia-ceo-i-szefowa-hr","200","","","","false"
"https://punktwidzenia.info.pl/demolka-w-izbie-przyjec-w-sosnowcu-36-latek-wtargna-do-szpitala-i-zdewastowa-wnetrze","200","","","","false"
"https://punktwidzenia.info.pl/dramat-w-kirgistanie-pacjenci-umieraja-przez-brak-lekow","200","","","","false"
"https://punktwidzenia.info.pl/dziaka-to-nowe-mieszkanie-polacy-zmieniaja-styl-zycia-na-zielony","200","","","","false"
"https://punktwidzenia.info.pl/eksplozja-drona-na-wschodzie-polski-rosnace-napiecia-przy-granicy","200","","index,follow","https://punktwidzenia.info.pl/eksplozja-drona-na-wschodzie-polski-rosnace-napiecia-przy-granicy","true"
"https://punktwidzenia.info.pl/fim-enduro-vintage-trophy-2025-klasyczne-motocykle-wracaja-na-szlaki-piekoszowa","200","","","","false"
"https://punktwidzenia.info.pl/gpt-5-bez-rewolucji-czy-sztuczna-inteligencja-utknela-w-miejscu","200","","","","false"
"https://punktwidzenia.info.pl/grozne-burze-i-upa-nad-polska-imgw-ostrzega-niemal-poowe-kraju","200","","","","false"
"https://punktwidzenia.info.pl/hamas-publikuje-nagranie-zakadnika-przerazajace-wideo-porusza-swiat","200","","","","false"
"https://punktwidzenia.info.pl/holandia-wysyla-zolnierzy-i-system-patriot-do-polski-solidarnosc-nato-w-praktyce","200","","index,follow","https://punktwidzenia.info.pl/holandia-wysyla-zolnierzy-i-system-patriot-do-polski-solidarnosc-nato-w-praktyce","true"
"https://punktwidzenia.info.pl/inflacja-spada-ale-ceny-w-sklepach-wciaz-wysokie-gdzie-tkwi-problem","200","","","","false"
"https://punktwidzenia.info.pl/inpost-pod-ostrzaem-rekordowy-podatek-ekspansja-w-hiszpanii-i-bunt-kurierow","200","","index,follow","https://punktwidzenia.info.pl/inpost-pod-ostrzaem-rekordowy-podatek-ekspansja-w-hiszpanii-i-bunt-kurierow","true"
"https://punktwidzenia.info.pl/intel-rezygnuje-z-inwestycji-w-polsce-co-dalej-z-rynkiem-poprzewodnikow","200","","","","false"
"https://punktwidzenia.info.pl/jackowski-przewiduje-pozar-i-fale-uchodzcow-w-polsce","200","","","","false"
"https://punktwidzenia.info.pl/jan-urban-nowym-selekcjonerem-reprezentacji-polski","200","","","","false"
"https://punktwidzenia.info.pl/jo-sem-netoperek-mezczyzna-rozebra-sie-na-dachu-restauracji-hel-nie-zapomni-tej-nocy","200","","","","false"
"https://punktwidzenia.info.pl/katowicka-kwk-wieczorek-zmienia-sie-w-nowoczesny-hub-technologiczny","200","","","","false"
"https://punktwidzenia.info.pl/kosiniak-kamysz-zelenski-powinien-dolaczyc-do-szczytu-trumpputin","200","","","","false"
"https://punktwidzenia.info.pl/laura-dahlmeier-ciezko-ranna-po-wypadku-w-pakistanie-dramatyczna-akcja-ratunkowa-w-karakorum","200","","","","false"
"https://punktwidzenia.info.pl/laura-dahlmeier-nie-zyje-tragiczny-fina-wyprawy-w-karakorum","200","","","","false"
"https://punktwidzenia.info.pl/manewry-zapad-2025-ukraina-ostrzega-przed-prowokacjami","200","","","","false"
"https://punktwidzenia.info.pl/mark-carney-w-polsce-kanadyjski-premier-zaciesnia-strategiczne-wiezi","200","","index,follow","https://punktwidzenia.info.pl/mark-carney-w-polsce-kanadyjski-premier-zaciesnia-strategiczne-wiezi","true"
"https://punktwidzenia.info.pl/masowy-atak-rosji-na-ukraine-polska-w-stanie-czujnosci","200","","","","false"
"https://punktwidzenia.info.pl/masowy-stop-drive-dla-citroenow-kierowcy-bez-aut-serwisy-sparalizowane","200","","","","false"
"https://punktwidzenia.info.pl/mauritius-pod-woda-ostrzezenie-przed-silnymi-falami-na-wybrzezu","200","","","","false"
"https://punktwidzenia.info.pl/mcdonalds-polska-ukarany-rekordowa-grzywna-4-mln-za-wyciek-danych-pracownikow","200","","index,follow","https://punktwidzenia.info.pl/mcdonalds-polska-ukarany-rekordowa-grzywna-4-mln-za-wyciek-danych-pracownikow","true"
"https://punktwidzenia.info.pl/moj-pies-pije-wode-z-kranu-hit-czy-obciach-weterynarze-podzieleni","200","","","","false"
"https://punktwidzenia.info.pl/nowa-tablica-alimentacyjna-ojciec-z-dwojka-dzieci-zostaje-z-niewielka-czescia-pensji","200","","","","false"
"https://punktwidzenia.info.pl/obowiazkowe-badania-psychologiczne-dla-kierowcow-co-5-lat-bezpieczenstwo-czy-przesada","200","","","","false"
"https://punktwidzenia.info.pl/ozzy-osbourne-nie-zyje-legenda-rocka-pozegnaa-sie-z-fanami","200","","","","false"
"https://punktwidzenia.info.pl/paca-minimalna-w-2026-roku-rzad-ujawnia-propozycje","200","","","","false"
"https://punktwidzenia.info.pl/panika-na-tomorrowland-scena-w-ogniu-ewakuacja-tysiecy-osob","200","","index,follow","https://punktwidzenia.info.pl/panika-na-tomorrowland-scena-w-ogniu-ewakuacja-tysiecy-osob","true"
"https://punktwidzenia.info.pl/pierwsza-kobieta-kapitan-w-polskiej-sluzbie-sar","200","","","","false"
"https://punktwidzenia.info.pl/polacy-uciekaja-na-workation-praca-zdalna-i-urlop-w-jednym","200","","index,follow","https://punktwidzenia.info.pl/polacy-uciekaja-na-workation-praca-zdalna-i-urlop-w-jednym","true"
"https://punktwidzenia.info.pl/polityczny-klincz-przed-zaprzysiezeniem-nawrocki-kontra-tusk","200","","","","false"
"https://punktwidzenia.info.pl/polityka-prywatnosci","200","","index,follow","https://punktwidzenia.info.pl/polityka-prywatnosci","true"
"https://punktwidzenia.info.pl/polska-modernizuje-flote-f-16-kontrakt-wart-38-mld-usd","200","","","","false"
"https://punktwidzenia.info.pl/polska-rozwaza-przywrocenie-wiz-dla-ukraincow-powrot-granic-czy-koniecznosc","200","","index,follow","https://punktwidzenia.info.pl/polska-rozwaza-przywrocenie-wiz-dla-ukraincow-powrot-granic-czy-koniecznosc","true"
"https://punktwidzenia.info.pl/polska-wstrzymaa-schengen-co-sie-dzieje-na-granicach-z-niemcami-i-litwa","200","","","","false"
"https://punktwidzenia.info.pl/polska-z-medalami-na-igrzyskach-swiatowych-2025-imponujacy-dorobek-w-chinach","200","","index,follow","https://punktwidzenia.info.pl/polska-z-medalami-na-igrzyskach-swiatowych-2025-imponujacy-dorobek-w-chinach","true"
"https://punktwidzenia.info.pl/polski-astronauta-sawosz-uznanski-bezpiecznie-wroci-na-ziemie","200","","index,follow","https://punktwidzenia.info.pl/polski-astronauta-sawosz-uznanski-bezpiecznie-wroci-na-ziemie","true"
"https://punktwidzenia.info.pl/polsko-irlandzka-akcja-rozbija-gangi-narkotykowe-warte-240-mln","200","","index,follow","https://punktwidzenia.info.pl/polsko-irlandzka-akcja-rozbija-gangi-narkotykowe-warte-240-mln","true"
"https://punktwidzenia.info.pl/prezydent-duda-w-ogniu-krytyki-po-wypowiedzi-o-nato","200","","index,follow","https://punktwidzenia.info.pl/prezydent-duda-w-ogniu-krytyki-po-wypowiedzi-o-nato","true"
"https://punktwidzenia.info.pl/prezydent-podnosi-wiek-emerytalny-podpis-zozony","200","","index,follow","https://punktwidzenia.info.pl/prezydent-podnosi-wiek-emerytalny-podpis-zozony","true"
"https://punktwidzenia.info.pl/prokuratura-zleca-sekcje-zwlok-stanislawa-soyki","200","","index,follow","https://punktwidzenia.info.pl/prokuratura-zleca-sekcje-zwlok-stanislawa-soyki","true"
"https://punktwidzenia.info.pl/rocznica-paktu-ribbentropmolotow-ostrzezenie-prezydenta-nawrockiego","200","","index,follow","https://punktwidzenia.info.pl/rocznica-paktu-ribbentropmolotow-ostrzezenie-prezydenta-nawrockiego","true"
"https://punktwidzenia.info.pl/rzadkie-zjawisko-nad-baltykiem-az-osiem-trab-wodnych-jednoczesnie","200","","","","false"
"https://punktwidzenia.info.pl/rzad-podnosi-podatek-dla-bankow-dodatkowe-65-mld-zl-na-obrone","200","","index,follow","https://punktwidzenia.info.pl/rzad-podnosi-podatek-dla-bankow-dodatkowe-65-mld-zl-na-obrone","true"
"https://punktwidzenia.info.pl/rzad-rezygnuje-z-podatku-od-rezerw-bankowych","200","","","","false"
"https://punktwidzenia.info.pl/sensacyjne-odkrycie-w-gdansku-grob-rycerza-pod-lodziarnia","200","","","","false"
"https://punktwidzenia.info.pl/sinice-atakuja-batyk-plaze-zamkniete-gis-bije-na-alarm","200","","","","false"
"https://punktwidzenia.info.pl/smierc-podczas-polowania-na-lubelszczyznie-tragedia-w-lesie","200","","","","false"
"https://punktwidzenia.info.pl/spotkanie-trumpputin-w-anchorage-wielkie-oczekiwania-brak-przelomu","200","","index,follow","https://punktwidzenia.info.pl/spotkanie-trumpputin-w-anchorage-wielkie-oczekiwania-brak-przelomu","true"
"https://punktwidzenia.info.pl/tragedia-w-dziwnowku-16-latek-zagina-w-batyku-mimo-czerwonej-flagi","200","","index,follow","https://punktwidzenia.info.pl/tragedia-w-dziwnowku-16-latek-zagina-w-batyku-mimo-czerwonej-flagi","true"
"https://punktwidzenia.info.pl/tragedia-w-stegnie-ojciec-utonal-ratujac-corki","200","","","","false"
"https://punktwidzenia.info.pl/tragiczny-wypadek-na-autostradzie-a2-ciezarowka-stanela-w-ogniu","200","","","","false"
"https://punktwidzenia.info.pl/tragiczny-wypadek-w-egipcie-zgineli-polscy-turysci","200","","","","false"
"https://punktwidzenia.info.pl/trzesienie-ziemi-na-dolnym-slasku-polkowice-obudzi-wstrzas-o-312","200","","","","false"
"https://punktwidzenia.info.pl/trzy-niedzwiedzie-do-odstrzau-ochrona-ludzi-czy-skandal-ekologiczny","200","","","","false"
"https://punktwidzenia.info.pl/tyrolskie-ograniczenia-moga-sparalizowac-transport-przez-alpy","200","","index,follow","https://punktwidzenia.info.pl/tyrolskie-ograniczenia-moga-sparalizowac-transport-przez-alpy","true"
"https://punktwidzenia.info.pl/uczen-w-rekach-sluzb-nastolatek-z-ukrainy-zwerbowany-przez-rosje","200","","","","false"
"https://punktwidzenia.info.pl/ukraincy-ratuja-polski-rynek-pracy-fitch-ostrzega-przed-rosnacym-deficytem","200","","","","false"
"https://punktwidzenia.info.pl/ukrainski-obywatel-oskarzony-o-probe-zamachu-paczka-bomba-w-polsce","200","","","","false"
"https://punktwidzenia.info.pl/ukrainski-w-kazdej-szkole-rzad-analizuje-kontrowersyjny-projekt-ustawy","200","","","","false"
"https://punktwidzenia.info.pl/usyk-vs-dubois-ii-dzis-wieczorem-walka-o-cztery-pasy-wagi-ciezkiej","200","","","","false"
"https://punktwidzenia.info.pl/usyk-znokautowa-duboisa-wembley-widziao-dominacje","200","","","","false"
"https://punktwidzenia.info.pl/waldemar-zurek-nowym-faworytem-do-teki-ministra-sprawiedliwosci","200","","","","false"
"https://punktwidzenia.info.pl/wisla-na-rekordowo-niskim-poziomie-historyczne-ostrzezenie-dla-polski","200","","index,follow","https://punktwidzenia.info.pl/wisla-na-rekordowo-niskim-poziomie-historyczne-ostrzezenie-dla-polski","true"
"https://punktwidzenia.info.pl/wroclaw-na-liscie-najpiekniejszych-miast-europy","200","","","","false"
"https://punktwidzenia.info.pl/wystawa-our-boys-w-gdansku-wywolala-polityczna-burze","200","","index,follow","https://punktwidzenia.info.pl/wystawa-our-boys-w-gdansku-wywolala-polityczna-burze","true"
"https://punktwidzenia.info.pl/zarzut-dla-roberta-bakiewicza-zniewazenie-sluzb-na-moscie-w-slubicach","200","","","","false"
